"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ANAPC7",0.658648313201616,-0.163477996606658,0.127,0.103,1
"MCRIP2",0.658845886571628,-0.100191751872682,0.13,0.103,1
"CTDNEP1",0.659145734223297,0.141268756150765,0.207,0.179,1
"DALRD3",0.659152079806094,0.123747795661244,0.155,0.128,1
"CAMK2G",0.659412757685082,0.232838796583089,0.151,0.128,1
"TRIM33",0.65952681302971,-0.403125314568315,0.319,0.359,1
"AKNA",0.659662755046242,0.204920799265882,0.251,0.231,1
"MRE11",0.660018857097591,-0.326666227050139,0.151,0.179,1
"XRN2",0.660131014440691,-0.230465345404764,0.425,0.462,1
"PGLS",0.660347411527892,0.221671164445426,0.351,0.333,1
"UBE4B",0.660892252175169,0.366538981587654,0.319,0.308,1
"ARGLU1",0.661021137735405,0.245915564065974,0.456,0.462,1
"EGLN1",0.661059518412413,-0.158349590692389,0.243,0.282,1
"DDX21",0.661325828826339,-0.35127910231774,0.357,0.359,1
"ATG16L1",0.662087667452583,0.321948830563584,0.123,0.103,1
"AMZ1",0.662619115002607,0.412832633861589,0.122,0.103,1
"TTC28",0.662673715167273,0.451363871763128,0.124,0.103,1
"CRTAP",0.662799718796658,0.220910530146745,0.254,0.231,1
"CPSF2",0.66287104999223,0.200529030148724,0.178,0.154,1
"AKT1",0.663477034413684,-0.166716370673203,0.127,0.103,1
"ARL6IP5",0.663510929983802,0.241768212820055,0.629,0.641,1
"MICOS10",0.663520705230058,-0.174029399775049,0.512,0.59,1
"COMMD9",0.663718448093911,0.14447322051319,0.179,0.154,1
"SLC19A2",0.664653928750151,0.498328854143195,0.121,0.103,1
"CEP120",0.664970969601183,-0.205738259502387,0.128,0.154,1
"NFAM1",0.665281195206596,-0.112628855110906,0.149,0.179,1
"PSMB8",0.665364104520206,-0.636076966619358,0.262,0.282,1
"FLYWCH2",0.665572922850081,-0.432996436010651,0.106,0.128,1
"MED8",0.665731903126311,-0.669182940646307,0.11,0.128,1
"PEF1",0.666013232815442,-0.947569608840409,0.086,0.103,1
"MAST3",0.66625068460923,-0.517294670317311,0.102,0.077,1
"MRPL34",0.666252910729928,0.24953637088518,0.252,0.231,1
"LRRFIP1",0.666545073154661,-0.380990140993673,0.872,0.846,1
"ZNF302",0.667317618922159,-0.25978254889456,0.156,0.128,1
"GLTP",0.667354901591893,-0.464532009443758,0.107,0.128,1
"CDK4",0.667448643579936,-0.354829757527534,0.082,0.103,1
"ZNF552",0.667838358205001,-0.465861069916278,0.083,0.103,1
"SEC24B",0.667923575771673,0.161622536428702,0.369,0.333,1
"MAP1LC3B",0.66792847708107,0.288536469586381,0.522,0.513,1
"URGCP",0.66835939341128,-0.182608384663832,0.127,0.154,1
"CHMP2B",0.66845127654488,-0.422834464973726,0.185,0.205,1
"ELK3",0.668622795900888,0.169060749909315,0.254,0.231,1
"COPRS",0.668933623822065,-0.163477996606658,0.129,0.103,1
"FAAP20",0.669006498239612,-0.310568232722814,0.201,0.231,1
"CCDC18",0.669058238401197,0.255450644552531,0.206,0.179,1
"SDE2",0.669596808263169,-0.572060473748203,0.084,0.103,1
"ATP5F1B",0.669771227600486,0.168507357098199,0.345,0.308,1
"PSME4",0.670531961625346,0.404525345797556,0.495,0.513,1
"SELENOS",0.670588495836964,-0.227975965208673,0.214,0.179,1
"ABHD8",0.670768644608536,-0.195091015302879,0.104,0.128,1
"ACTR1A",0.670941997790724,-0.314672631055551,0.13,0.103,1
"FEM1C",0.671324143211761,0.241008099503795,0.124,0.103,1
"RMND5A",0.67140546321874,-0.733811543744815,0.137,0.154,1
"DNAJC4",0.671687124116644,-0.157022974469359,0.129,0.103,1
"FBRS",0.671920189408403,-0.320972619411289,0.13,0.103,1
"MED6",0.672161885437767,-0.199506305790873,0.126,0.103,1
"SUMO3",0.672429778747569,-0.141198007307677,0.273,0.308,1
"SLC15A4",0.672665901798813,-0.544579737326096,0.166,0.128,1
"CATSPER2",0.672816468671233,-0.52766635438975,0.107,0.128,1
"SCAMP3",0.672819087866324,-0.641323136185316,0.11,0.128,1
"TRAPPC10",0.672860724495042,-0.390427812740089,0.311,0.333,1
"GANAB",0.672871891633673,0.162649146477635,0.178,0.154,1
"OXNAD1",0.673253308862842,-0.650990942969922,0.109,0.128,1
"NENF",0.673281526679701,-0.224972304962441,0.273,0.231,1
"CNOT2",0.673321122570769,-0.129669840539269,0.464,0.513,1
"ODF2L",0.673696717464024,-0.738521619886944,0.138,0.154,1
"ADK",0.673754117787612,-0.251296311994476,0.535,0.59,1
"CIZ1",0.674079723092231,-0.582114138412126,0.084,0.103,1
"GSDMD",0.674165805628644,-0.503580735865437,0.133,0.154,1
"ARHGEF2",0.674408631823944,-0.435923785762174,0.214,0.231,1
"ITPA",0.675145857720843,0.173893903645258,0.177,0.154,1
"CAMTA2",0.675178070327752,-0.354829757527534,0.082,0.103,1
"PPP1R7",0.676117730341493,-0.538637472210752,0.213,0.231,1
"PAM16",0.676170744317299,-0.157022974469359,0.129,0.103,1
"PDCD4",0.676238789964005,0.248650357812507,0.466,0.462,1
"PUF60",0.676510398280557,-0.522816954728353,0.134,0.154,1
"REST",0.676978028788259,-0.24213958810731,0.192,0.154,1
"UBE3A",0.677079843696135,-0.126260720698672,0.383,0.41,1
"CLCN7",0.67727777327275,-0.282553856553218,0.153,0.179,1
"HNRNPA2B1",0.677296239254618,0.120430491277399,0.964,0.897,1
"KRBOX4",0.677348011060831,-0.597327232358633,0.084,0.103,1
"PTPRA",0.677399859148503,-0.373593891657235,0.422,0.359,1
"LRRC37A2",0.677801282316623,-0.602434122791722,0.084,0.103,1
"MRFAP1",0.678437007330916,-0.208006903188164,0.28,0.231,1
"PSMD14",0.678710302280763,-0.226285636906473,0.275,0.231,1
"PCID2",0.679792899491434,-0.336844012054171,0.101,0.077,1
"PI4KB",0.679808667256714,0.39317410809112,0.171,0.154,1
"OTULIN",0.67996156919927,0.191705179761719,0.232,0.205,1
"DGCR6L",0.680307103814446,-0.633461018412346,0.085,0.103,1
"RNASEH1",0.680468129959332,-0.344524749135795,0.083,0.103,1
"FOXO3",0.680504642669915,0.258866155463415,0.749,0.769,1
"MFHAS1",0.680547024370506,-0.248415906271819,0.184,0.154,1
"CYP51A1",0.680620875144638,-0.229245012387017,0.128,0.103,1
"LILRA6",0.680670030439452,-0.289126510476704,0.082,0.103,1
"MYO19",0.680706700397175,-0.738233340329407,0.107,0.128,1
"KATNBL1",0.680835447637057,0.255758550869117,0.295,0.282,1
"TASOR2",0.681112841312563,0.423926463745174,0.309,0.308,1
"INIP",0.681247654856806,0.353411547602041,0.147,0.128,1
"CEBPZ",0.681563404672722,0.353034717237906,0.172,0.154,1
"SAP30BP",0.681579076687687,-0.465145269831691,0.184,0.205,1
"SNAPC5",0.681998930676863,-0.492702682134919,0.108,0.128,1
"LIN52",0.682100399678501,-0.462761831257391,0.109,0.128,1
"HNRNPR",0.68211818355361,-0.325037187874731,0.353,0.359,1
"PI4K2A",0.682336783050132,-0.374523241098031,0.283,0.308,1
"FGD2",0.68272657897037,-0.593508893012238,0.256,0.282,1
"TFEB",0.683081821885894,0.164905120418003,0.176,0.154,1
"SEC11A",0.6833338282023,0.176877762084079,0.61,0.615,1
"RAP1GDS1",0.684027045656514,-0.782583042420854,0.424,0.436,1
"KIAA0930",0.684091787747861,-0.274379925107518,0.246,0.205,1
"MNT",0.684147614738694,-0.557110132282231,0.084,0.103,1
"DESI1",0.684386327559641,-0.658772106941534,0.135,0.154,1
"COPB1",0.684411619961717,-0.128614559283605,0.321,0.359,1
"ABHD2",0.684594027234688,-0.456583256328267,0.3,0.308,1
"IER3IP1",0.684629020645407,-0.215575156824472,0.183,0.154,1
"PRKACA",0.685211890362482,-0.204943605094585,0.187,0.154,1
"LENG8",0.686008523585621,-0.287607084279503,0.202,0.231,1
"SINHCAF",0.686195135637337,-0.724063567193253,0.165,0.179,1
"HLA-F",0.686363728429144,0.184607034860552,0.203,0.179,1
"NCAPD3",0.68651808231274,-0.844140019185003,0.088,0.103,1
"C5orf24",0.687007377925183,0.228408062724161,0.121,0.103,1
"RRBP1",0.687095891427597,-0.59401742140696,0.398,0.41,1
"TMEM126B",0.687203148555964,-0.123599972931909,0.152,0.128,1
"TSPO",0.687203927137691,0.1619664127858,0.764,0.795,1
"SLTM",0.687395537812851,-0.103207139725647,0.465,0.487,1
"SOD1",0.687676569352755,-0.351554339506649,0.443,0.462,1
"ACOX1",0.687689111970928,0.151966064710505,0.15,0.128,1
"ZDHHC5",0.687739925859866,-0.221039467340514,0.153,0.179,1
"PTGR1",0.687880744359529,0.260829540416539,0.124,0.103,1
"ASAH1",0.687963585685115,0.147469103350335,0.745,0.718,1
"TK2",0.688182748371232,-0.177200856406989,0.152,0.179,1
"TMEM126A",0.688289895356691,-0.212833837437865,0.129,0.154,1
"ZNF146",0.689110865651528,-0.183018183002304,0.128,0.154,1
"SNHG3",0.689152506481279,0.405219449751713,0.194,0.179,1
"PURA",0.6891903915467,0.246699211581651,0.199,0.179,1
"AHCYL1",0.689583197348046,0.169406512652944,0.231,0.205,1
"SPICE1",0.689639227659546,-0.202826664082484,0.083,0.103,1
"MRPL2",0.689670308809036,-0.654522633940176,0.086,0.103,1
"BBIP1",0.690685178407132,0.252367961668343,0.12,0.103,1
"SLC25A33",0.69090970277702,0.120961772830406,0.17,0.205,1
"TFG",0.691180776772033,-0.363371855044602,0.233,0.256,1
"ETNK1",0.691289763323286,-0.166919010611859,0.386,0.41,1
"ARHGAP9",0.69135043798622,-0.304580162883217,0.155,0.179,1
"DNAJC17",0.692176768036823,0.221488648784371,0.121,0.103,1
"ANAPC16",0.692621581035867,0.151316055670048,0.399,0.385,1
"TRIM22",0.692772046406214,-0.107174425018797,0.278,0.256,1
"SRP9",0.69285486738941,-0.288028986619369,0.266,0.282,1
"NBPF14",0.692880026861907,-0.764705551690599,0.086,0.103,1
"TOM1",0.692964355746231,-0.309026067914409,0.376,0.385,1
"SLC25A32",0.693053543769065,0.318710456497039,0.146,0.128,1
"CUEDC2",0.693457912913099,-0.346451339728212,0.131,0.103,1
"RRAS",0.694090005406005,-0.375663260944699,0.108,0.128,1
"TRAPPC2L",0.694182268829982,-0.373479013682823,0.185,0.205,1
"ADA2",0.694190728703266,0.285920521379369,0.295,0.282,1
"ATF6",0.695103090260179,-0.495414515717015,0.66,0.615,1
"FBXO38",0.695230234303561,-0.144935692170628,0.21,0.179,1
"GPATCH2",0.695274855122248,-0.183182134936213,0.269,0.231,1
"RC3H2",0.695629785281112,-0.229928808137659,0.202,0.231,1
"BFAR",0.696330380399138,-0.827899378177793,0.114,0.128,1
"SFXN4",0.696537073043251,-0.304025386856043,0.083,0.103,1
"ZMAT3",0.696568079744259,0.149798228027795,0.123,0.103,1
"BTBD7",0.69658066123304,-0.125961820729626,0.327,0.282,1
"SPECC1L",0.69695920602568,0.318710456497039,0.295,0.282,1
"IK",0.697145032782128,0.191705179761719,0.272,0.256,1
"SOX4",0.697207031016642,-0.225300525880905,0.215,0.179,1
"LYRM1",0.697714694057615,-0.127275631075307,0.105,0.128,1
"PELP1",0.698133454881298,-0.344524749135795,0.084,0.103,1
"ZBTB44",0.698339103853272,0.279688567667855,0.173,0.154,1
"ARID5B",0.698697399297697,0.108921239510101,0.643,0.615,1
"DERL2",0.698701852997629,-0.215812305676964,0.154,0.179,1
"PIGF",0.699302735460936,-0.309026067914409,0.157,0.179,1
"ATG12",0.699862975762095,-0.130960677883163,0.201,0.231,1
"COA6",0.699995050721344,-0.316919470072043,0.207,0.231,1
"RAP2A",0.700198047325744,-0.103097092938254,0.25,0.205,1
"NR2C2",0.700273328874856,0.192509581812605,0.227,0.205,1
"YTHDF1",0.700333648446057,-0.407488706800097,0.084,0.103,1
"WSB2",0.70033372986798,-0.39680202800285,0.084,0.103,1
"MED23",0.700656538840689,-0.159529830079934,0.154,0.128,1
"RPF1",0.700809882499505,-0.513166784694634,0.137,0.154,1
"SEMA4D",0.701148308536816,-0.399325938719066,0.243,0.205,1
"DYNC1LI1",0.701346976494645,-0.484597632497863,0.235,0.256,1
"PPIB",0.701411045780183,-0.20050161113624,0.716,0.641,1
"UBE2H",0.701736636992905,-0.903440043980137,0.464,0.462,1
"RPRD1B",0.70197043116298,0.107084466029661,0.149,0.128,1
"TIA1",0.702312559104501,0.109763566225542,0.149,0.128,1
"CYBC1",0.702500272385993,-0.296782472159662,0.181,0.205,1
"UBE2N",0.702870401149354,-0.121657820912031,0.276,0.308,1
"TRMT1",0.703346378333691,0.164905120418003,0.148,0.128,1
"CXCL16",0.703895538991947,0.127222775360311,0.447,0.436,1
"PPP1R18",0.704050278022812,-0.112628855110906,0.272,0.231,1
"SNAP23",0.705035003559889,-0.878798357680158,0.282,0.308,1
"RNPEP",0.705766042016848,0.162899984527626,0.2,0.179,1
"PPA1",0.706035545317732,-0.138577307148541,0.253,0.282,1
"RNFT1",0.7065571143781,-0.44430492654983,0.133,0.154,1
"RANGAP1",0.706582000161864,-0.602434122791722,0.086,0.103,1
"SH2D3C",0.706977031023688,-0.216856223986542,0.083,0.103,1
"LPXN",0.70698914422064,0.280580496624171,0.423,0.41,1
"MPPE1",0.707535488682441,0.235294448309401,0.146,0.128,1
"FIS1",0.707762709562774,-0.145795719046105,0.303,0.333,1
"STT3A",0.707916366642219,0.262515917044426,0.119,0.103,1
"ATG4B",0.70792668719542,-0.207063656968954,0.185,0.154,1
"SAFB2",0.707994479191553,-0.210604014674203,0.228,0.256,1
"RPL4",0.708210046650271,-0.176062704481494,0.751,0.795,1
"AMMECR1",0.708411185225944,-0.844140019185004,0.086,0.103,1
"HADHA",0.708411481055631,0.119473691170997,0.418,0.385,1
"MSRA",0.708633227901373,-0.172973794956688,0.345,0.385,1
"BTN2A1",0.708887621952969,-0.503580735865437,0.13,0.103,1
"ZMYM4",0.709025969570951,-0.217443760154666,0.386,0.41,1
"SLC35F6",0.710559106097219,-0.754924530898013,0.088,0.103,1
"TATDN3",0.710679839258355,0.414729669034186,0.192,0.179,1
"ZC3HAV1",0.710836567070268,0.191262567381843,0.435,0.436,1
"SPG21",0.710883472852191,-0.480360639611393,0.253,0.282,1
"PACC1",0.711040812297721,0.238725353709675,0.119,0.103,1
"EIPR1",0.711261970117127,-0.316559740599816,0.155,0.179,1
"DDX60",0.711378741044287,0.61870487097597,0.165,0.154,1
"MRPL48",0.71138662605201,-0.24213958810731,0.107,0.128,1
"UBE2E3",0.711495314943525,0.258014524809485,0.271,0.256,1
"NUDT4",0.711834198601715,-0.750314459384977,0.183,0.154,1
"FASTKD2",0.712083174754937,0.218016456877566,0.119,0.103,1
"DLST",0.712083367491085,0.221488648784371,0.119,0.103,1
"TPGS1",0.712411837408557,-0.253571462827612,0.123,0.103,1
"FBXW4",0.712604849670953,0.109763566225543,0.226,0.205,1
"PRDX5",0.713306444323678,-0.464257184213688,0.337,0.333,1
"TMEM241",0.713514768707108,-0.112628855110906,0.13,0.154,1
"GPATCH4",0.713567697641004,-0.299041979341787,0.084,0.103,1
"SAMD4B",0.713753837138691,-0.740376222328858,0.169,0.179,1
"SENP2",0.714868899557626,-0.79478689092846,0.164,0.179,1
"ACSF3",0.715458857261511,-0.583375786976037,0.112,0.128,1
"NGLY1",0.715797624278712,-0.524153092856633,0.289,0.308,1
"RNF139",0.715813928443677,0.242148119350464,0.119,0.103,1
"GOLGB1",0.715825089312824,-0.188273908453799,0.418,0.462,1
"GDAP2",0.716011670117404,-0.25013237886084,0.197,0.231,1
"ZMYND8",0.716313567569062,-0.191636729550696,0.375,0.333,1
"BTD",0.71655587528956,0.382135836638672,0.118,0.103,1
"COX6C",0.716848584525542,0.155481866531378,0.609,0.667,1
"ELP4",0.717038296867125,0.574296056555705,0.318,0.333,1
"WBP1L",0.717387883175193,-0.527126726539475,0.3,0.308,1
"SLIRP",0.717561050935934,-0.172604515668221,0.258,0.231,1
"JOSD1",0.7182191535775,-0.351386569638054,0.212,0.231,1
"NLRC4",0.718273639874483,-0.623044402467007,0.112,0.128,1
"DERA",0.718443619002886,0.266843284184222,0.272,0.256,1
"ATF7",0.718700437428198,0.20170147640658,0.279,0.256,1
"TFAM",0.718896717913692,0.117771144826908,0.148,0.128,1
"NIPSNAP3A",0.719238728506669,-0.368188140382553,0.11,0.128,1
"ARHGAP4",0.719801939937111,-0.11147883907481,0.304,0.333,1
"UBL3",0.719880778886909,-0.291232434497418,0.526,0.513,1
"ITGAM",0.720003749878243,0.102384035859945,0.428,0.41,1
"RPL14",0.720566700937876,0.107541915842118,0.967,0.949,1
"TXNDC16",0.720716549782284,-0.11700729562148,0.15,0.128,1
"RNF19A",0.721062485837809,-0.119296985361543,0.31,0.282,1
"SIDT2",0.721148956515355,-1.06956013321902,0.092,0.103,1
"IL6R",0.721305013621574,-0.305545499179447,0.303,0.308,1
"RMND1",0.721652640019605,-0.624932747030961,0.136,0.154,1
"NSUN6",0.721858305802099,0.139434432901885,0.175,0.154,1
"CTSA",0.721905317686175,0.112316256436007,0.36,0.333,1
"TCHP",0.721959592556368,0.16038963929551,0.173,0.154,1
"FRY",0.722104692822814,-1.40927754154991,0.091,0.103,1
"WASHC4",0.722417543636635,0.140822784024457,0.518,0.487,1
"RNF217",0.722424149461967,0.206996453907036,0.304,0.282,1
"FPR1",0.722618617709218,-0.525586043948702,0.345,0.333,1
"NDUFA8",0.722648778274946,0.215116566371771,0.144,0.128,1
"ATXN3",0.722705968751081,-0.459506651535033,0.244,0.205,1
"GSTK1",0.722833921931435,-0.51936305065854,0.326,0.333,1
"GLIPR1",0.723914180371619,0.171758791459066,0.552,0.564,1
"DNAJC24",0.724655656993586,-0.166068114072366,0.084,0.103,1
"IRF7",0.725068103720851,-0.372751665524796,0.136,0.154,1
"HPS1",0.725332214104913,-0.334292826524839,0.16,0.179,1
"UBXN4",0.726092529779196,-0.104701939339277,0.532,0.564,1
"GRAMD1B",0.726303061330075,-0.317119358543563,0.218,0.231,1
"PAICS",0.72636457209208,-0.187396623512878,0.108,0.128,1
"ZNF714",0.726955604551964,-0.769005689124224,0.091,0.103,1
"BRCC3",0.727095264981466,0.221488648784371,0.118,0.103,1
"UBE2Z",0.727507603785028,-0.48202827288573,0.161,0.128,1
"MDH2",0.727542570671685,-0.100906370086364,0.23,0.205,1
"SLC25A16",0.727689765425656,-0.510284276161513,0.139,0.154,1
"SLC35C2",0.728106545836831,-0.196193571750037,0.124,0.103,1
"KAT6A",0.728190294099053,-0.157873871008852,0.547,0.564,1
"C2orf68",0.728376726919351,-0.309026067914409,0.085,0.103,1
"PTBP2",0.729303375881898,-0.27201549675929,0.365,0.333,1
"KPNA6",0.730195894496702,-0.274379925107517,0.213,0.231,1
"SRSF4",0.73023496239834,-0.272942261768927,0.404,0.41,1
"AFF3",0.730444969140603,0.363399274057086,0.157,0.179,1
"TOB2",0.730453075038196,0.186384847828455,0.198,0.179,1
"SEC22A",0.73045462540841,-0.143560714662796,0.154,0.179,1
"JOSD2",0.730674825353392,-0.645574398064447,0.17,0.179,1
"TFCP2",0.73069813884912,-0.32976849497405,0.321,0.333,1
"TSR2",0.730821586107345,-0.542313130354151,0.087,0.103,1
"REXO2",0.730847839137373,-0.394522288196015,0.111,0.128,1
"DCP2",0.731455014959997,-0.227412302360757,0.291,0.308,1
"TSN",0.731513452651427,-0.270890939027638,0.125,0.103,1
"AAGAB",0.731756352678785,-0.191238689807272,0.133,0.154,1
"SMU1",0.731802060479599,-0.324132960304617,0.215,0.179,1
"PSMA1",0.731988349115712,0.157783391305819,0.479,0.487,1
"ZC3H8",0.732178718246637,-0.643953392229988,0.116,0.128,1
"CISD1",0.732817270451355,-0.164556647154766,0.108,0.128,1
"DPY19L1",0.733176587058242,-0.702283051156784,0.089,0.103,1
"LONP2",0.733659635380689,0.235294448309401,0.348,0.333,1
"CEP95",0.733666391704315,0.185051693529779,0.171,0.154,1
"SMARCC1",0.734353904716762,-0.275078735991071,0.411,0.436,1
"ZNF10",0.734533432831855,-0.299041979341787,0.137,0.154,1
"AP1AR",0.735351645658704,-0.262205211161416,0.134,0.154,1
"DGLUCY",0.735436343677109,0.154257876218495,0.296,0.282,1
"PDLIM2",0.735996419777329,-0.542313130354151,0.088,0.103,1
"VPS13A",0.736066079713988,-0.174663133605089,0.151,0.128,1
"BAG1",0.736291652465039,-0.334717710945784,0.184,0.205,1
"ADAM8",0.73632359942187,-0.124334355763184,0.225,0.256,1
"CYSLTR1",0.736400249522973,-0.109509513266727,0.12,0.103,1
"SDHB",0.737089218477028,0.203876351930836,0.299,0.333,1
"USP38",0.737423566812029,-0.106086009244134,0.155,0.179,1
"IRF2",0.737671886030108,-0.182869151956162,0.319,0.333,1
"BTG1",0.737887241213932,-0.303740781962268,0.89,0.923,1
"TTLL3",0.738054325943626,-0.288028986619369,0.148,0.128,1
"USP10",0.738389578422715,-0.267062774810718,0.285,0.231,1
"RNF4",0.738458087514323,0.146757773707744,0.171,0.154,1
"HTT",0.738731041105146,-0.25459202705154,0.346,0.359,1
"KMT2D",0.73873893512988,-0.531314131404894,0.114,0.128,1
"BAG5",0.738767997252666,-0.24213958810731,0.109,0.128,1
"TMUB1",0.738874220306667,-0.572060473748203,0.088,0.103,1
"PTK2",0.738932979275271,-0.382389124133013,0.365,0.359,1
"NUMA1",0.738987203048485,-0.162967338218616,0.298,0.333,1
"PURB",0.739710423783574,-0.18959083692579,0.121,0.103,1
"IFT43",0.739925094687171,-0.324132960304617,0.111,0.128,1
"PMS1",0.739963308809125,-0.271326601129964,0.126,0.103,1
"CDC73",0.740072712933248,-0.108730730499697,0.373,0.41,1
"RNF114",0.740127225941189,-0.327113736242857,0.243,0.256,1
"RUFY2",0.740210705628352,-0.534971155012983,0.156,0.128,1
"TLK1",0.740470660970986,-0.274379925107518,0.373,0.308,1
"PDHX",0.740832515634312,0.283154087087993,0.142,0.128,1
"REPS1",0.740935063852326,-0.267873961248108,0.212,0.231,1
"VPS13D",0.741908399904352,0.148016669983862,0.431,0.41,1
"PHPT1",0.742584137911749,0.117631043341886,0.324,0.308,1
"PRPF38A",0.742587158803996,-0.243278707819778,0.124,0.103,1
"CENPC",0.742630560944655,-0.137268740128316,0.257,0.282,1
"ARPC4",0.742772664554241,-0.229668276301125,0.361,0.385,1
"MAP7D1",0.742841774275559,-0.436545503091722,0.162,0.179,1
"SNW1",0.743024698692772,0.176877762084079,0.298,0.282,1
"NINJ2",0.743131347896936,-0.229668276301125,0.121,0.103,1
"MBIP",0.743170635019946,-0.25978254889456,0.086,0.103,1
"NUCB1",0.743226544581108,-0.383554046564165,0.266,0.282,1
"ATAD1",0.743228672957545,-0.342658993892391,0.163,0.179,1
"RAD50",0.743379446853333,-0.169095806769934,0.238,0.205,1
"RMC1",0.743451437870512,-0.324132960304617,0.086,0.103,1
"ELL2",0.743466842035345,0.132110997743343,0.829,0.872,1
"INTS10",0.744300537016436,-0.134655161440904,0.21,0.179,1
"ZC3H7B",0.744406368498012,-0.269497703727771,0.086,0.103,1
"CDYL",0.74479443535534,-0.178047756954285,0.35,0.385,1
"RANBP9",0.744916530458984,-0.368188140382553,0.405,0.41,1
"MED13",0.744946334074782,-0.218423519133502,0.448,0.487,1
"ARRDC3-AS1",0.745282564895485,-0.650670308444569,0.118,0.128,1
"LATS1",0.745306122887656,-0.331382699384005,0.208,0.179,1
"SLK",0.7455873524351,-0.672311947383704,0.203,0.205,1
"FAM133B",0.745738938795091,0.141768621620069,0.473,0.462,1
"OCIAD2",0.746048678598392,-0.683607126396361,0.088,0.103,1
"RNF115",0.746844704672671,-0.346159266634616,0.292,0.308,1
"BRD3",0.746853195910397,-0.876252204338756,0.093,0.103,1
"GNAL",0.747117136161443,0.133654186433563,0.108,0.128,1
"TPP1",0.747248443274085,-0.204714596793634,0.447,0.462,1
"USP7",0.747571256825003,-0.186300766991605,0.235,0.256,1
"GNG10",0.747818247465935,-0.189464156937923,0.346,0.308,1
"MLKL",0.747952250631377,-0.524027777326401,0.114,0.128,1
"ARF4",0.747974163317863,0.15230508363837,0.545,0.615,1
"RYK",0.748001344214607,-1.25494939515862,0.221,0.231,1
"HEIH",0.748023337020226,0.132073727950631,0.117,0.103,1
"PRPF40A",0.748777777393051,0.113272352002681,0.467,0.436,1
"DTX2",0.749311513171155,-0.804506559748574,0.089,0.103,1
"CCDC85B",0.74979569510431,-0.392736774303641,0.23,0.256,1
"ATP6V0E1",0.750519022337987,-0.140154792852713,0.784,0.846,1
"APOBR",0.750804978731565,0.407126515516373,0.188,0.179,1
"SMC6",0.751125787114414,-0.147038885896737,0.157,0.179,1
"KIDINS220",0.751282981049961,-0.447939161919015,0.36,0.359,1
"TAGLN2",0.751408443058437,-0.19802034634155,0.361,0.308,1
"VHL",0.751601457534104,-0.539371855042028,0.139,0.154,1
"AMD1",0.751711491813938,0.29635597404568,0.517,0.538,1
"MBD2",0.752281492394812,-0.409046599490687,0.353,0.359,1
"IFITM10",0.752303155971805,-0.741985475190515,0.13,0.103,1
"ZYG11B",0.752511885080708,-0.353107136378526,0.212,0.231,1
"ELOC",0.752572553215134,-0.242864378396801,0.387,0.359,1
"ERN1",0.75268184748787,0.474413956051298,0.259,0.256,1
"SDHD",0.753046252995151,0.152832288117428,0.195,0.179,1
"AGAP3",0.753293591770016,-0.280915361157464,0.213,0.231,1
"SDSL",0.753411129764164,0.280382337837939,0.142,0.128,1
"NKIRAS2",0.753461229295868,-0.532532109561565,0.089,0.103,1
"HMGN4",0.75368504853011,0.235294448309401,0.167,0.154,1
"DSC2",0.754218817928259,0.313296960310674,0.14,0.128,1
"FAM117B",0.754510561679417,0.599771593458768,0.14,0.128,1
"CKAP5",0.754978047174739,-0.272343657950999,0.184,0.205,1
"ARHGAP18",0.755110862560355,-0.312732005218243,0.876,0.897,1
"FAH",0.755203580034542,-0.202826664082484,0.086,0.103,1
"POM121",0.755365360122933,-0.290774363358186,0.216,0.231,1
"MZT2B",0.755456652305324,-0.176969969787166,0.423,0.436,1
"OSTF1",0.755498810710272,-0.246340799698466,0.445,0.462,1
"RBM41",0.755500074180411,-0.343954401217361,0.138,0.154,1
"ETFA",0.755994054321319,-0.525918692103482,0.292,0.282,1
"ERCC3",0.756024730720802,-0.160246875343645,0.122,0.103,1
"TAF11",0.756154839749644,0.243856461812825,0.141,0.128,1
"TPT1-AS1",0.756289328598273,-0.375663260944699,0.164,0.179,1
"C3AR1",0.756314630543086,0.218430251528585,0.534,0.538,1
"TTC39C",0.756432081083534,-0.325539781518863,0.232,0.256,1
"ABHD17B",0.756868825503434,0.336832474771463,0.166,0.154,1
"TMEM123",0.756928752426748,0.185148340325387,0.378,0.385,1
"WIPF2",0.756960469575004,0.295835990244452,0.215,0.205,1
"SOS1",0.757395531735496,-0.206450877467426,0.478,0.462,1
"CNOT6L",0.757696536344091,-0.354446775035003,0.305,0.308,1
"DOK3",0.757697840399833,-0.195091015302878,0.159,0.179,1
"AGPAT3",0.757700152867636,-0.103097092938254,0.258,0.282,1
"GSPT1",0.757725453712881,-0.251277829529103,0.296,0.308,1
"NFX1",0.757832125537535,0.151619429667778,0.271,0.256,1
"RECK",0.758294074286637,-0.10329099053157,0.119,0.103,1
"MLX",0.758932093494143,-0.40213547230589,0.126,0.103,1
"CORO1C",0.759052007622964,-0.131244533278253,0.457,0.436,1
"TMCC3",0.759085269634764,-0.187396623512878,0.236,0.256,1
"SMIM14",0.760663557985582,0.278796086945988,0.264,0.256,1
"GABARAPL2",0.761053419501358,-0.648009326981501,0.292,0.282,1
"CLSTN1",0.761070499181302,-0.174844251556603,0.23,0.256,1
"DESI2",0.761381468003912,-0.382235914868186,0.219,0.231,1
"SDS",0.761485272650974,-0.497383787453707,0.158,0.128,1
